,angDist,kepid,source_id,ra_gaia,ra_error,dec_gaia,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val,tm_designation,ra_kic,dec_kic,kepmag,teff,teff_err1,teff_err2,teff_prov,logg_gk,logg_err1,logg_err2,logg_prov,feh,feh_err1,feh_err2,feh_prov,radius,radius_err1,radius_err2,mass,mass_err1,mass_err2,prov_sec,nconfp,nkoi,ntce,jmag,hmag,kmag,kepoi_name,planet?,relative_parallax_err,Teff,logg_mc,Mass,Prot,Prot_err,Rper,LPH,w,DC,Flag,jz
8461,0.117101,5201952.0,2.0763991947828413e+18,295.74422645343,0.0193,40.3533053106,0.0283,4.7905,0.028,13.407,0.041,5.596,0.047,502527.0,348.304,11.435467,267854.0,450.914,11.781643,334268.0,389.897,10.951683,0.82996,-18.78,1.22,5682.0,0.0653,0.0315,0.96,0.87,b'2MASS J19425859+4021118',295.74411,40.353291,11.506,5879.0,140.0,-158.0,b'PHO1',4.44,0.07,-0.196,b'KIC0',-0.04,0.25,-0.3,b'KIC0',0.995,0.291,-0.125,0.995,0.128,-0.117,b'DSEP',0.0,0.0,0.0,10.405,10.092,10.035,b'N/A',b'none',0.005844901367289428,5658,4.43,1.0077,6.765,0.011000000000000001,9102.64,1.2790000000000001,0.6975,0,---,0.2568561989464151
8480,0.056908,5207287.0,2.0737219183299866e+18,296.85172467286,0.0232,40.31412145648,0.0273,5.2989,0.0308,4.334,0.049,-14.22,0.049,597361.0,484.091,11.247773,308963.0,848.835,11.62662,405984.0,745.991,10.740648,0.885972,-31.99,0.88,5565.5,0.153,0.0765,0.99,0.854,b'2MASS J19472441+4018510',296.85172,40.314178,11.244,5718.0,77.0,-85.0,b'SPE68',4.475,0.03,-0.12,b'SPE68',0.2,0.15,-0.15,b'SPE68',0.975,0.146,-0.058,1.035,0.048,-0.063,b'DSEP',0.0,0.0,0.0,10.104,9.798,9.735,b'N/A',b'none',0.005812527128271906,5468,4.59,0.9562,12.433,0.012,19271.25,1.215,0.6940000000000001,0,---,0.39506156323315406
8547,0.08681,5215305.0,2.0735841357872358e+18,298.46704661349,0.0291,40.36826436806,0.036,5.5362,0.0372,22.368,0.064,15.37,0.066,112053.0,37.0042,13.064805,39095.4,65.9143,13.871074,106617.0,86.7004,12.192357,1.678717,-26.22,2.26,4167.67,,,0.89,0.218,b'2MASS J19535205+4022055',298.46689,40.368191,13.078,4162.0,112.0,-137.0,b'PHO1',4.65,0.056,-0.024,b'KIC0',-0.18,0.3,-0.3,b'KIC0',0.603,0.043,-0.065,0.592,0.059,-0.059,b'DSEP',0.0,0.0,0.0,11.083,10.414,10.29,b'N/A',b'none',0.006719410425923918,4032,4.55,0.5555,13.615,0.033,5823.37,1.321,0.7095,0,---,0.3074302976447794
8600,0.077964,5219874.0,2.0735364444690396e+18,299.368599515,0.7599,40.30395499845,0.6617,,,,,,,199292.0,373.401,12.439642,111910.0,150.19,12.729212,139349.0,147.507,11.90166,0.827552,-7.78,8.12,5756.0,,,,,b'2MASS J19572847+4018141',299.36862,40.30394,12.396,6047.0,164.0,-182.0,b'PHO1',4.291,0.204,-0.185,b'KIC0',-0.38,0.3,-0.3,b'KIC0',1.135,0.33,-0.247,0.917,0.131,-0.095,b'DSEP',0.0,0.0,0.0,11.338,11.008,11.006,b'N/A',b'none',,5827,4.29,1.0555,1.227,0.013000000000000001,6358.98,0.879,0.5017,0,---,
8615,0.551832,5252412.0,2.1035738651704686e+18,283.21840842377,0.7628,40.41722297473,0.9176,,,,,,,119940.0,1589.3,12.990952,65888.1,277.056,13.30437,128235.0,331.55,11.9919,1.31247,-14.75,16.59,5000.0,,,,,b'2MASS J18525245+4025024',283.21854,40.417339,12.707,4653.0,126.0,-126.0,b'PHO1',4.601,0.052,-0.028,b'KIC0',-0.22,0.3,-0.3,b'KIC0',0.675,0.054,-0.059,0.665,0.082,-0.048,b'DSEP',0.0,0.0,0.0,11.133,10.562,10.493,b'N/A',b'none',,4633,4.6,0.7372,17.429000000000002,0.18899999999999997,9984.67,1.3659999999999999,0.6982,0,---,
8628,0.084668,5254089.0,2.1036085341457884e+18,283.97997466191,0.0189,40.42316992778,0.0253,5.4217,0.0243,-1.409,0.042,-41.379,0.044,601863.0,240.446,11.239621,304738.0,374.86,11.641572,418937.0,206.523,10.706549,0.935023,-15.71,0.42,5412.0,0.1927,0.0867,1.04,0.835,b'2MASS J18555520+4025241',283.98001,40.423359,11.294,5524.0,150.0,-136.0,b'PHO1',4.341,0.192,-0.175,b'FLK73',-0.1,0.3,-0.25,b'KIC0',1.024,0.257,-0.187,0.839,0.11,-0.064,b'DSEP',0.0,0.0,0.0,10.09,9.81,9.699,b'N/A',b'none',0.004481989044026781,5317,4.42,0.9164,22.357,1.314,1999.47,0.45,0.3072,0,---,0.7771405274761858
8633,0.015876,5254398.0,2.1036066787199334e+18,284.13223755646,0.044,40.41887240986,0.0609,3.8176,0.0592,-3.752,0.1,22.785,0.113,438894.0,262.672,11.582466,245892.0,329.364,11.874525,286434.0,284.778,11.119359,0.755166,-19.76,2.21,6274.0,0.017,0.008,0.91,1.168,b'2MASS J18563173+4025075',284.13226,40.41877,11.641,6211.0,156.0,-188.0,b'PHO1',4.332,0.122,-0.135,b'FLK73',-0.36,0.3,-0.3,b'KIC0',1.111,0.224,-0.183,0.967,0.136,-0.099,b'DSEP',0.0,0.0,0.0,10.581,10.331,10.257,b'N/A',b'none',0.01550712489522213,5886,4.1,1.0727,9.156,0.084,4083.34,0.941,0.5848,0,---,2.0454687022184364
8684,0.058455,5263998.0,2.1020586694293417e+18,288.3469624246,0.0177,40.43672024399,0.0216,2.6551,0.0226,0.953,0.037,5.786,0.039,138525.0,28.0496,12.834544,70378.4,98.6757,13.232789,97023.7,62.2916,12.294725,0.938064,-60.37,3.38,5366.5,,,1.04,0.806,b'2MASS J19132326+4026120',288.34695,40.43668,12.858,5782.0,139.0,-174.0,b'PHO1',4.367,0.12,-0.195,b'KIC0',0.16,0.2,-0.3,b'KIC0',1.098,0.307,-0.165,1.025,0.125,-0.112,b'DSEP',0.0,0.0,0.0,11.683,11.367,11.289,b'N/A',b'none',0.008511920454973447,5550,4.36,0.9782,25.368000000000002,3.234,3076.73,0.49700000000000005,0.3305,0,---,0.6011239471736037
8688,0.056077,5264312.0,2.1020640295485445e+18,288.45336651262,0.2954,40.45990348253,0.3199,1.426,0.3606,-3.099,0.606,-12.585,0.577,125203.0,41.0983,12.94433,68413.0,79.1444,13.263541,83554.7,64.3026,12.456993,0.806548,-15.04,5.83,5829.0,0.7107,0.3447,,,b'2MASS J19134880+4027358',288.45337,40.459969,12.965,6046.0,72.0,-90.0,b'SPE68',4.486,0.027,-0.082,b'SPE68',-0.08,0.15,-0.15,b'SPE68',0.972,0.104,-0.056,1.053,0.058,-0.071,b'DSEP',0.0,0.0,0.0,11.894,11.59,11.5,b'N/A',b'none',0.252875175315568,5830,4.4,1.0564,27.353,1.113,981.45,0.655,0.3685,0,---,1.3441323604565203
8726,0.055133,5268955.0,2.1011729784560758e+18,289.9606284734,0.0185,40.47983400759,0.0231,1.4506,0.024,0.71,0.039,-4.579,0.041,339127.0,52.7055,11.862459,173933.0,176.836,12.25043,237016.0,153.904,11.324977,0.925453,8.88,8.42,5442.5,,,2.88,6.548,b'2MASS J19195055+4028474',289.96063,40.479839,11.863,5845.0,146.0,-161.0,b'PHO1',4.178,0.21,-0.123,b'FLK73',-0.02,0.3,-0.25,b'KIC0',1.352,0.297,-0.327,1.003,0.147,-0.107,b'DSEP',0.0,1.0,1.0,10.702,10.419,10.403,b'N/A',b'cand',0.01654487798152489,5609,3.71,0.9942,12.828,0.026000000000000002,734.84,1.219,0.6742,0,---,1.0874205425820556
8745,0.046565,5270991.0,2.101185451040806e+18,290.53406062065,0.0137,40.49589338364,0.0167,3.5094,0.0184,-23.551,0.029,-0.681,0.031,117319.0,33.4878,13.014942,57297.3,81.1061,13.456053,85790.6,46.9475,12.428321,1.027732,18.42,4.77,5100.0,0.091,0.0487,0.82,0.407,b'2MASS J19220821+4029452',290.53421,40.495892,12.994,5239.0,83.0,-73.0,b'SPE68',4.51,0.083,-0.028,b'SPE68',-0.28,0.15,-0.15,b'SPE68',0.791,0.042,-0.063,0.738,0.066,-0.028,b'DSEP',0.0,0.0,0.0,11.727,11.31,11.239,b'N/A',b'none',0.005243061491992934,5238,4.14,0.8959,30.845,2.785,1594.9,0.423,0.2782,0,---,12.124452779101652
8760,0.08018,5271947.0,2.101134667347649e+18,290.85093456607,0.0202,40.42972405819,0.0256,2.7742,0.0262,19.887,0.044,28.207,0.051,280971.0,40.0342,12.066711,149885.0,144.355,12.411996,188717.0,131.326,11.572392,0.839604,-20.34,1.04,5762.67,0.347,0.172,1.21,1.443,b'2MASS J19232419+4025465',290.8508,40.429588,12.339,5806.0,78.0,-78.0,b'SPE68',4.353,0.103,-0.115,b'SPE68',0.06,0.15,-0.15,b'SPE68',1.101,0.178,-0.133,0.996,0.073,-0.059,b'DSEP',0.0,0.0,0.0,11.011,10.705,10.645,b'N/A',b'none',0.009444164083339342,5545,4.25,0.9768,40.124,0.684,756.56,0.617,0.3177,0,---,0.6919625585345078
8773,0.027843,5273087.0,2.1014962692335386e+18,291.21025778635,0.0243,40.48835475119,0.0315,4.1902,0.0357,3.143,0.048,-13.126,0.047,177081.0,54.4304,12.567938,84993.9,140.896,13.027919,131002.0,132.728,11.968728,1.059191,-0.09,1.33,5238.5,0.158,0.078,0.79,0.421,b'2MASS J19245045+4029183',291.21024,40.488419,12.554,5252.0,73.0,-84.0,b'SPE68',4.593,0.009,-0.081,b'SPE68',0.07,0.15,-0.15,b'SPE68',0.783,0.08,-0.023,0.896,0.032,-0.059,b'DSEP',0.0,0.0,0.0,11.266,10.871,10.777,b'N/A',b'none',0.00851987971934514,5232,4.05,0.8943,21.526999999999997,0.23199999999999998,9184.0,0.794,0.5332,0,---,0.2344353982167109
8795,0.272511,5281167.0,2.0532846042016061e+18,293.59625039684,0.0134,40.45539783921,0.0164,1.3961,0.017,0.259,0.029,-2.7,0.031,117045.0,31.7451,13.01748,63326.2,83.6265,13.347429,77799.9,46.1806,12.534472,0.812957,-18.52,1.7,5839.75,0.689,0.3063,1.5,2.363,b'2MASS J19342312+4027193',293.59634,40.455379,13.054,5887.0,71.0,-79.0,b'SPE68',4.263,0.12,-0.12,b'SPE68',0.36,0.1,-0.15,b'SPE68',1.325,0.226,-0.18,1.174,0.073,-0.08,b'DSEP',0.0,0.0,0.0,11.962,11.612,11.628,b'N/A',b'none',0.012176778167753028,5747,4.49,1.0326,9.515,0.013000000000000001,2972.63,1.452,0.726,0,---,0.797916840570531
8823,0.10478,5282827.0,2.0772893482195487e+18,294.03090373762,0.021,40.4776028565,0.0228,2.8311,0.024,-6.001,0.045,-24.867,0.042,517525.0,200.705,11.403537,270184.0,253.98,11.77224,352087.0,278.21,10.895296,0.876944,-17.4,0.99,5464.43,1.229,0.613,1.8,2.617,b'2MASS J19360742+4028398',294.03091,40.47773,11.427,5747.0,144.0,-144.0,b'PHO1',4.37,0.13,-0.13,b'FLK73',-0.08,0.3,-0.3,b'KIC0',1.039,0.2,-0.145,0.924,0.114,-0.083,b'DSEP',0.0,0.0,0.0,10.285,9.979,9.905,b'N/A',b'none',0.008477270318957295,5515,4.14,0.9687,29.993000000000002,0.9009999999999999,1041.05,0.688,0.3944,0,---,0.48955702798918765
8894,0.317121,5288638.0,2.076590612880512e+18,295.51655730953,0.2525,40.47240654833,0.2864,8.6264,0.3128,32.651,0.523,-10.542,0.5,111684.0,856.278,13.068389,47197.4,170.506,13.666593,121133.0,392.766,12.053762,1.61283,-40.73,2.74,4427.64,,,,,b'2MASS J19420391+4028205',295.51633,40.47237,12.909,4208.0,125.0,-125.0,b'PHO1',4.662,0.054,-0.027,b'KIC0',-0.36,0.3,-0.3,b'KIC0',0.583,0.05,-0.061,0.57,0.068,-0.046,b'DSEP',0.0,0.0,0.0,10.964,10.361,10.213,b'N/A',b'none',0.03626078085875916,4090,4.43,0.5786,18.061,0.374,2546.28,0.563,0.3286,0,---,2.2114945637502283
8955,0.040148,5298349.0,2.0737409149599677e+18,297.58990011543,0.0119,40.48728089003,0.0133,1.3536,0.0145,-0.244,0.026,-7.247,0.025,111977.0,53.134,13.065541,59699.3,114.002,13.411465,76503.9,84.9212,12.552712,0.858753,-10.22,17.07,5756.99,1.068,0.5193,1.56,2.417,b'2MASS J19502157+4029142',297.5899,40.487301,13.533,6099.0,193.0,-236.0,b'PHO1',4.137,0.28,-0.172,b'KIC0',-0.12,0.3,-0.3,b'KIC0',1.463,0.42,-0.42,1.07,0.178,-0.162,b'DSEP',0.0,0.0,1.0,11.738,11.69,11.39,b'N/A',b'none',0.010712174940898347,5968,4.14,1.0972,2.766,0.008,16209.13,1.146,0.6298,0,---,0.7421021011928775
8960,0.086172,5299062.0,2.0736929831249475e+18,297.71449928511,0.0187,40.41707293773,0.0232,2.5605,0.0226,7.343,0.04,8.599,0.044,224101.0,137.746,12.312255,120460.0,308.402,12.649279,149384.0,301.68,11.82616,0.823119,-22.59,2.31,5803.75,0.147,0.077,1.15,1.348,b'2MASS J19505147+4025012',297.71448,40.417019,12.352,6082.0,162.0,-198.0,b'PHO1',4.364,0.108,-0.201,b'KIC0',-0.1,0.25,-0.3,b'KIC0',1.101,0.338,-0.182,1.02,0.167,-0.112,b'DSEP',0.0,0.0,0.0,11.261,10.976,10.942,b'N/A',b'none',0.008826401093536418,5791,4.37,1.0451,5.422999999999999,0.006999999999999999,8484.57,1.324,0.7097,0,---,0.19674905706758208
8981,3.92018,5300910.0,2.0737722897057175e+18,298.08887452712,0.0118,40.45602375954,0.0143,2.0256,0.0148,8.868,0.025,6.278,0.026,103158.0,65.7003,13.154607,54581.0,129.078,13.508784,71150.0,129.848,12.631483,0.877301,-28.4,5.35,5960.0,0.1713,0.0847,0.93,0.984,b'2MASS J19522098+4027212',298.0874,40.455891,12.965,6235.0,169.0,-206.0,b'PHO1',4.319,0.128,-0.192,b'KIC0',-0.16,0.25,-0.3,b'KIC0',1.171,0.366,-0.197,1.038,0.185,-0.108,b'DSEP',0.0,0.0,0.0,11.809,11.549,11.521,b'N/A',b'none',0.007306477093206952,5924,4.31,1.084,7.563,0.318,10867.6,0.762,0.4861,0,---,0.5990837329647635
8982,0.064298,5300910.0,2.0737723584251914e+18,298.08746958313,0.0181,40.45592683172,0.022,2.0276,0.0226,8.892,0.039,5.954,0.041,128597.0,63.339,12.915289,69097.4,115.246,13.252734,86423.6,126.445,12.42034,0.832395,-25.0,2.22,5787.5,0.153,0.0683,1.11,1.234,b'2MASS J19522098+4027212',298.0874,40.455891,12.965,6235.0,169.0,-206.0,b'PHO1',4.319,0.128,-0.192,b'KIC0',-0.16,0.25,-0.3,b'KIC0',1.171,0.366,-0.197,1.038,0.185,-0.108,b'DSEP',0.0,0.0,0.0,11.809,11.549,11.521,b'N/A',b'none',0.011146182679029393,5924,4.31,1.084,7.563,0.318,10867.6,0.762,0.4861,0,---,0.5989534077518195
8983,3.819587,5300919.0,2.0737723584251914e+18,298.08746958313,0.0181,40.45592683172,0.022,2.0276,0.0226,8.892,0.039,5.954,0.041,128597.0,63.339,12.915289,69097.4,115.246,13.252734,86423.6,126.445,12.42034,0.832395,-25.0,2.22,5787.5,0.153,0.0683,1.11,1.234,b'2MASS J19522131+4027215',298.08881,40.455978,13.194,6063.0,180.0,-198.0,b'PHO1',4.407,0.09,-0.21,b'KIC0',-0.1,0.3,-0.3,b'KIC0',1.049,0.322,-0.138,1.022,0.153,-0.126,b'DSEP',0.0,0.0,0.0,12.013,11.725,11.664,b'N/A',b'none',0.011146182679029393,5752,4.41,1.034,8.218,0.102,18634.59,0.935,0.5604,0,---,0.5989534077518195
8984,0.078049,5300919.0,2.0737722897057175e+18,298.08887452712,0.0118,40.45602375954,0.0143,2.0256,0.0148,8.868,0.025,6.278,0.026,103158.0,65.7003,13.154607,54581.0,129.078,13.508784,71150.0,129.848,12.631483,0.877301,-28.4,5.35,5960.0,0.1713,0.0847,0.93,0.984,b'2MASS J19522131+4027215',298.08881,40.455978,13.194,6063.0,180.0,-198.0,b'PHO1',4.407,0.09,-0.21,b'KIC0',-0.1,0.3,-0.3,b'KIC0',1.049,0.322,-0.138,1.022,0.153,-0.126,b'DSEP',0.0,0.0,0.0,12.013,11.725,11.664,b'N/A',b'none',0.007306477093206952,5752,4.41,1.034,8.218,0.102,18634.59,0.935,0.5604,0,---,0.5990837329647635
9033,0.115178,5303942.0,2.0735850978601034e+18,298.64510732142,0.3275,40.42996575661,0.3325,3.6815,0.3638,-0.516,0.693,-9.906,0.663,478132.0,198.717,11.489496,236345.0,335.752,11.917523,344245.0,497.266,10.919752,0.997771,2.65,0.67,5323.0,0.664,0.3027,1.42,1.455,b'2MASS J19543483+4025480',298.64514,40.430031,11.505,5491.0,147.0,-147.0,b'PHO1',4.293,0.215,-0.215,b'KIC0',0.04,0.25,-0.25,b'KIC0',1.106,0.36,-0.24,0.875,0.11,-0.073,b'DSEP',0.0,0.0,0.0,10.259,9.88,9.812,b'N/A',b'none',0.09881841640635611,5287,4.25,0.9086,9.287,0.017,9846.36,1.133,0.6166,0,---,0.1301521601453655
9124,0.04412,5342223.0,2.1036133788690964e+18,284.21386143872,0.0205,40.53459016168,0.0262,4.3632,0.0265,17.684,0.042,40.038,0.044,141154.0,58.2457,12.814132,66088.9,113.188,13.301067,107534.0,150.448,12.183051,1.118016,-25.83,1.15,5003.5,0.1622,0.0825,0.76,0.323,b'2MASS J18565130+4032038',284.21375,40.534409,12.818,4998.0,150.0,-135.0,b'PHO1',4.648,0.06,-0.035,b'KIC0',-0.9,0.3,-0.3,b'KIC0',0.61,0.048,-0.043,0.604,0.056,-0.026,b'DSEP',0.0,0.0,0.0,11.409,10.953,10.859,b'N/A',b'none',0.006073524019068573,4876,4.36,0.802,23.143,0.5920000000000001,2933.32,0.779,0.498,0,---,0.32672605096138924
9149,0.020647,5344895.0,2.103757444954746e+18,285.53437128714,0.0206,40.55647503398,0.0277,8.5697,0.0288,3.267,0.044,38.178,0.046,369707.0,632.26,11.768721,138170.0,952.589,12.500352,332378.0,1506.4,10.957841,1.542511,-21.4,1.96,4466.0,,,0.85,0.259,b'2MASS J19020824+4033227',285.53436,40.556309,11.785,4472.0,132.0,-132.0,b'PHO1',4.565,0.06,-0.016,b'KIC0',0.34,0.1,-0.3,b'KIC0',0.74,0.025,-0.063,0.733,0.041,-0.046,b'DSEP',0.0,0.0,8.0,9.894,9.31,9.14,b'N/A',b'none',0.003360677736676897,4264,4.33,0.6484,3.486,0.003,52955.15,1.695,0.8009,0,---,0.49749584372004707
9176,0.214247,5351399.0,2.1020634110734118e+18,288.28879791458,0.016,40.54740924954,0.0192,8.1,0.0196,-1.404,0.035,-89.237,0.036,284895.0,78.1438,12.051653,120030.0,165.188,12.653163,234747.0,181.588,11.335418,1.317745,-8.53,0.61,4836.3,0.0785,0.062,0.63,0.197,b'2MASS J19130931+4032522',288.28882,40.547852,12.058,4562.0,123.0,-137.0,b'PHO1',4.661,0.052,-0.032,b'KIC0',-0.64,0.35,-0.3,b'KIC0',0.59,0.052,-0.047,0.581,0.061,-0.033,b'DSEP',0.0,0.0,0.0,10.433,9.918,9.803,b'N/A',b'none',0.002419753086419753,4452,4.56,0.6868,23.016,0.055999999999999994,10782.57,0.6729999999999999,0.4099,0,---,1.6560269316811533
9187,0.039918,5352151.0,2.102066159852349e+18,288.55288172356,0.0173,40.53903178226,0.0265,3.6091,0.0222,1.557,0.038,5.947,0.051,129395.0,84.5136,12.908574,62404.3,135.107,13.363352,95436.6,160.633,12.312633,1.050719,-23.34,2.55,5028.0,0.158,0.078,0.86,0.431,b'2MASS J19141268+4032204',288.55286,40.539001,12.932,5294.0,158.0,-142.0,b'PHO1',4.507,0.1,-0.15,b'KIC0',-0.34,0.35,-0.25,b'KIC0',0.79,0.142,-0.099,0.733,0.118,-0.05,b'DSEP',0.0,0.0,0.0,11.597,11.207,11.105,b'N/A',b'none',0.006151118007259427,5131,4.22,0.8682,7.462000000000001,0.016,21827.76,1.29,0.6619,0,---,0.3467370962741073
9188,0.022215,5352283.0,2.1013153995701632e+18,288.60808926347,0.0112,40.54340613544,0.0165,2.5895,0.0151,-1.474,0.024,16.953,0.031,76718.2,55.1402,13.476119,38274.8,97.6652,13.894105,55269.7,111.382,12.905703,0.988402,-17.08,2.83,5323.5,0.008,0.005,0.81,0.472,b'2MASS J19142593+4032359',288.60809,40.543331,13.478,5514.0,74.0,-82.0,b'SPE68',4.569,0.015,-0.085,b'SPE68',-0.04,0.15,-0.15,b'SPE68',0.826,0.082,-0.035,0.926,0.039,-0.067,b'DSEP',0.0,0.0,0.0,12.211,11.857,11.779,b'N/A',b'none',0.005831241552423248,5307,4.42,0.9138,18.338,0.12,13074.4,1.195,0.6426,0,---,2.6834563063191155
